head_id,relation_id,tail_id
31475,20,20313
27879,20,20313
32900,20,20313
44924,20,20313
38869,20,20313
33069,20,20313
29027,20,20313
42440,20,20313
45069,20,20313
42235,20,20313
33444,20,20313
33068,20,20313
29875,20,20313
28305,20,20313
44613,20,20313
33770,20,20313
29862,20,20313
45378,20,20313
32202,20,20313
33543,20,20314
43612,20,20315
44859,20,20315
46095,20,20316
32326,20,20316
35517,20,20317
35518,20,20317
44885,20,20318
43255,20,20319
32210,20,20319
31789,20,20320
32210,20,20321
39883,20,20322
39883,20,20322
29482,20,20323
29297,20,20324
36421,20,20324
29770,20,20324
30849,20,20324
39675,20,20324
34434,20,20324
28478,20,20324
34597,20,20324
28205,20,20324
45558,20,20324
29161,20,20324
39487,20,20324
31585,20,20324
38949,20,20324
35271,20,20324
29631,20,20324
34597,20,20324
35044,20,20324
31394,20,20324
34759,20,20324
39015,20,20324
33252,20,20324
31154,20,20324
29660,20,20324
27608,20,20324
37635,20,20325
38136,20,20326
35101,20,20327
35101,20,20327
42523,20,20328
39340,20,20329
33352,20,20330
40487,20,20330
28421,20,20330
35499,20,20330
40487,20,20330
30836,20,20331
42767,20,20332
41290,20,20333
41338,20,20333
42549,20,20333
40857,20,20333
43059,20,20333
39057,20,20333
41309,20,20333
42087,20,20334
33888,20,20335
35886,20,20336
32493,20,20337
36338,20,20337
31436,20,20338
39781,20,20339
32796,20,20340
44834,20,20341
36860,20,20342
42771,20,20343
30023,20,20344
40419,20,20344
35604,20,20344
45616,20,20345
34814,20,20346
35610,20,20346
32608,20,20346
39883,20,20347
39883,20,20347
44633,20,20348
27535,20,20348
41384,20,20349
29984,20,20349
46095,20,20349
32326,20,20349
44895,20,20349
42680,20,20349
41284,20,20349
44427,20,20349
42587,20,20349
43273,20,20349
38328,20,20350
46070,20,20350
33702,20,20351
40760,20,20352
44852,20,20352
35631,20,20353
40361,20,20354
42665,20,20355
43170,20,20356
32207,20,20357
43244,20,20357
45594,20,20358
32760,20,20359
29123,20,20360
35678,20,20361
30842,20,20362
32339,20,20362
30102,20,20362
35668,20,20362
32339,20,20362
43480,20,20363
42802,20,20363
27168,20,20364
45512,20,20364
42138,20,20365
45568,20,20366
27252,20,20367
43920,20,20368
35710,20,20369
34178,20,20370
37498,20,20370
32760,20,20370
35713,20,20370
45723,20,20371
29617,20,20372
32729,20,20372
27953,20,20372
30695,20,20372
27348,20,20372
36358,20,20372
32849,20,20372
28121,20,20372
32899,20,20372
41231,20,20372
38326,20,20372
42761,20,20372
32855,20,20372
27348,20,20372
27648,20,20372
35827,20,20373
35565,20,20374
45854,20,20375
33360,20,20376
31253,20,20377
28288,20,20378
37729,20,20378
41940,20,20378
38746,20,20378
35363,20,20379
29119,20,20380
34616,20,20381
35771,20,20382
35772,20,20382
32593,20,20383
31433,20,20384
37221,20,20384
41030,20,20385
45052,20,20386
38434,20,20387
38434,20,20387
27809,20,20388
37788,20,20388
41766,20,20389
27401,20,20390
41484,20,20390
40569,20,20390
28453,20,20391
30898,20,20392
41822,20,20393
41528,20,20394
30884,20,20394
29528,20,20394
40933,20,20394
41966,20,20395
44637,20,20396
43677,20,20396
40650,20,20397
33070,20,20397
39781,20,20397
42154,20,20398
42415,20,20398
29027,20,20398
42785,20,20398
38949,20,20399
40030,20,20400
35800,20,20401
31068,20,20402
29401,20,20402
35668,20,20402
41376,20,20402
29053,20,20402
45310,20,20402
29345,20,20402
32025,20,20402
37789,20,20402
44430,20,20402
34821,20,20402
38904,20,20402
42245,20,20402
35236,20,20402
41266,20,20402
41795,20,20402
43639,20,20402
40657,20,20402
43711,20,20402
41266,20,20402
45115,20,20402
27659,20,20402
39807,20,20402
42371,20,20402
33264,20,20402
37602,20,20402
41656,20,20402
27223,20,20402
31555,20,20402
43156,20,20402
33815,20,20402
30891,20,20402
31014,20,20402
40874,20,20402
44253,20,20402
28632,20,20402
28632,20,20402
41361,20,20402
31249,20,20402
32760,20,20402
43894,20,20402
31822,20,20402
29749,20,20402
32073,20,20402
28009,20,20402
36695,20,20402
41180,20,20402
32206,20,20402
41811,20,20402
42443,20,20402
40344,20,20402
31068,20,20402
29426,20,20402
44354,20,20402
31436,20,20402
45310,20,20402
44354,20,20402
41522,20,20402
41778,20,20402
42912,20,20402
42217,20,20402
35666,20,20402
37559,20,20402
38208,20,20402
43755,20,20402
35236,20,20402
27437,20,20402
45416,20,20402
31902,20,20402
43292,20,20402
39579,20,20402
43815,20,20402
45689,20,20402
41992,20,20402
31900,20,20402
31912,20,20402
27586,20,20402
37642,20,20402
34819,20,20402
34721,20,20402
41627,20,20402
27285,20,20402
33720,20,20402
29542,20,20402
33373,20,20402
36293,20,20402
35803,20,20403
34804,20,20404
36579,20,20405
37335,20,20406
39912,20,20406
39912,20,20407
37242,20,20408
43925,20,20409
45927,20,20410
45929,20,20410
40688,20,20410
33135,20,20410
29135,20,20410
45250,20,20410
33135,20,20410
29135,20,20410
45929,20,20410
40483,20,20411
29132,20,20411
39723,20,20412
39723,20,20412
34806,20,20412
41034,20,20413
38187,20,20414
29132,20,20415
41757,20,20416
40848,20,20417
44248,20,20418
42947,20,20419
40405,20,20420
43085,20,20421
31935,20,20422
33382,20,20423
42401,20,20424
34742,20,20425
39564,20,20426
39564,20,20426
39564,20,20426
45753,20,20427
37573,20,20427
36331,20,20427
41377,20,20428
39751,20,20429
39393,20,20430
38087,20,20431
38087,20,20431
39077,20,20432
39902,20,20433
28387,20,20434
36586,20,20435
45010,20,20436
45010,20,20436
37337,20,20436
44069,20,20437
45250,20,20437
35416,20,20438
30055,20,20439
40631,20,20440
34420,20,20440
32445,20,20441
29845,20,20441
29845,20,20441
32445,20,20441
39777,20,20441
34208,20,20441
31963,20,20442
31426,20,20443
45148,20,20444
45148,20,20444
45927,20,20445
45472,20,20446
33349,20,20446
33349,20,20446
31731,20,20447
30212,20,20448
27217,20,20448
42751,20,20449
46147,20,20450
45548,20,20451
31964,20,20452
32833,20,20452
29096,20,20452
40688,20,20452
39385,20,20453
43164,20,20453
39385,20,20453
43164,20,20453
32706,20,20454
29048,20,20455
31560,20,20455
34806,20,20456
35817,20,20456
40388,20,20457
43438,20,20457
39723,20,20458
39723,20,20458
29135,20,20458
29135,20,20458
40660,20,20459
37078,20,20459
40660,20,20459
39853,20,20459
37596,20,20460
41542,20,20460
31558,20,20461
40631,20,20461
40579,20,20461
39632,20,20461
36723,20,20461
29864,20,20461
40579,20,20461
32655,20,20461
40407,20,20462
37178,20,20462
35434,20,20462
39740,20,20463
35472,20,20463
39340,20,20463
37735,20,20464
31071,20,20464
35060,20,20464
31553,20,20464
37366,20,20464
37762,20,20464
27566,20,20465
39425,20,20465
41541,20,20466
45872,20,20466
38615,20,20466
45929,20,20466
45929,20,20466
41657,20,20467
27169,20,20467
45873,20,20467
33812,20,20468
30037,20,20469
30078,20,20469
34352,20,20469
37361,20,20469
37361,20,20469
29000,20,20469
35583,20,20470
45684,20,20470
33849,20,20470
29068,20,20470
32380,20,20471
31058,20,20471
32704,20,20472
35803,20,20473
35673,20,20473
38428,20,20473
43285,20,20474
28554,20,20474
40148,20,20474
32349,20,20475
35803,20,20476
41034,20,20477
38187,20,20478
33836,20,20479
41970,20,20480
38443,20,20481
40848,20,20482
44294,20,20483
34742,20,20484
35434,20,20485
32665,20,20486
33352,20,20487
39751,20,20488
29132,20,20489
43085,20,20490
41757,20,20491
40487,20,20492
40487,20,20492
44248,20,20493
42947,20,20494
35022,20,20495
42401,20,20495
43542,20,20496
45012,20,20496
41377,20,20496
28272,20,20497
32180,20,20498
32239,20,20499
42751,20,20499
31731,20,20500
40405,20,20500
46028,20,20501
33382,20,20501
33926,20,20502
45010,20,20503
45010,20,20503
45753,20,20504
31935,20,20504
44909,20,20505
29546,20,20506
29546,20,20506
37573,20,20507
29695,20,20507
39564,20,20508
39564,20,20508
35077,20,20508
39564,20,20508
31971,20,20509
31971,20,20509
40483,20,20510
36586,20,20510
34352,20,20510
36331,20,20511
38310,20,20511
35803,20,20511
45611,20,20512
35416,20,20513
37101,20,20513
39077,20,20513
39393,20,20514
30817,20,20515
45273,20,20515
38087,20,20516
30055,20,20516
33349,20,20516
38087,20,20516
39777,20,20516
33349,20,20516
28421,20,20517
45250,20,20518
39902,20,20519
28387,20,20520
37337,20,20520
44069,20,20521
31426,20,20521
40631,20,20521
45927,20,20521
35673,20,20521
29864,20,20521
30078,20,20522
42849,20,20522
41542,20,20523
37107,20,20523
30887,20,20524
30212,20,20524
35574,20,20525
31726,20,20525
31058,20,20525
33836,20,20525
45148,20,20526
45148,20,20526
40371,20,20527
33850,20,20527
40371,20,20527
34420,20,20527
45472,20,20528
38325,20,20528
34806,20,20528
34208,20,20529
29629,20,20529
32445,20,20530
32445,20,20530
31644,20,20531
29845,20,20531
40388,20,20531
33135,20,20531
33135,20,20531
29237,20,20531
29845,20,20531
37649,20,20531
31928,20,20531
42160,20,20532
40688,20,20533
33812,20,20533
37596,20,20533
44749,20,20533
31963,20,20534
45548,20,20535
32380,20,20535
27217,20,20535
44967,20,20535
32349,20,20535
33871,20,20536
37579,20,20536
32094,20,20536
38599,20,20537
29149,20,20538
29870,20,20538
42749,20,20538
35622,20,20538
32706,20,20538
44878,20,20539
40148,20,20539
27169,20,20540
29096,20,20540
39385,20,20540
43164,20,20540
39385,20,20540
43164,20,20540
37762,20,20540
43285,20,20540
35817,20,20541
46147,20,20541
31560,20,20541
31964,20,20541
29382,20,20542
29382,20,20542
27892,20,20543
45929,20,20543
45929,20,20543
45872,20,20543
28554,20,20543
27892,20,20543
37198,20,20543
32455,20,20543
39723,20,20544
39740,20,20544
45691,20,20544
40631,20,20544
32833,20,20544
39723,20,20544
31553,20,20544
37097,20,20544
45894,20,20545
32655,20,20545
36661,20,20545
41088,20,20545
45448,20,20545
45873,20,20545
38428,20,20545
40506,20,20545
35583,20,20546
38615,20,20546
45684,20,20547
28180,20,20547
28180,20,20547
31174,20,20547
29000,20,20547
31558,20,20547
39853,20,20547
39905,20,20548
29048,20,20549
36284,20,20549
36723,20,20549
33849,20,20549
43438,20,20550
32018,20,20550
40680,20,20550
37078,20,20550
41595,20,20551
40053,20,20551
45234,20,20551
39759,20,20551
41657,20,20551
38401,20,20551
33630,20,20552
29596,20,20552
30333,20,20552
37691,20,20552
31009,20,20552
29135,20,20553
29135,20,20553
32796,20,20553
29167,20,20553
32704,20,20554
32172,20,20554
39340,20,20554
44887,20,20554
28631,20,20554
46000,20,20555
41039,20,20555
35882,20,20555
40660,20,20555
37735,20,20555
40660,20,20555
39650,20,20556
37361,20,20556
31606,20,20556
31071,20,20556
40407,20,20556
39650,20,20556
39632,20,20556
28742,20,20556
39425,20,20556
37361,20,20556
29068,20,20556
45035,20,20556
37178,20,20556
46148,20,20556
33817,20,20556
35556,20,20557
37544,20,20557
40579,20,20557
28291,20,20557
28291,20,20557
35060,20,20557
40579,20,20557
30004,20,20558
32422,20,20558
37366,20,20559
41541,20,20559
45282,20,20559
29069,20,20560
28553,20,20561
27566,20,20561
36578,20,20561
30493,20,20562
30037,20,20562
38133,20,20562
38640,20,20563
38640,20,20563
31071,20,20564
32239,20,20565
34420,20,20566
32833,20,20567
28421,20,20568
29068,20,20568
44913,20,20569
38428,20,20569
37691,20,20570
30078,20,20571
28180,20,20571
35416,20,20571
32445,20,20571
28180,20,20571
32445,20,20571
42849,20,20572
29069,20,20572
41541,20,20573
35817,20,20574
31009,20,20575
33926,20,20575
37097,20,20575
31644,20,20575
40483,20,20575
40371,20,20575
38615,20,20575
40371,20,20575
34806,20,20575
33849,20,20575
32380,20,20575
44878,20,20576
30817,20,20576
34352,20,20576
37691,20,20577
28291,20,20578
28291,20,20578
35060,20,20579
40688,20,20580
30212,20,20581
32180,20,20582
29629,20,20582
31174,20,20583
33352,20,20584
29870,20,20585
30817,20,20586
34420,20,20587
45148,20,20588
41757,20,20588
40848,20,20588
44248,20,20588
33871,20,20588
37337,20,20588
40660,20,20588
31935,20,20588
35583,20,20588
46147,20,20588
45684,20,20588
44887,20,20588
45148,20,20588
42751,20,20588
37101,20,20588
40660,20,20588
40680,20,20588
36661,20,20588
35556,20,20588
28272,20,20588
35622,20,20588
38640,20,20589
29845,20,20589
38640,20,20589
29845,20,20589
39385,20,20589
43542,20,20589
39385,20,20589
41088,20,20590
28631,20,20590
28553,20,20591
33836,20,20592
43438,20,20592
40405,20,20592
33135,20,20593
37579,20,20593
33135,20,20593
39393,20,20593
27217,20,20593
31963,20,20594
29546,20,20594
45872,20,20594
45753,20,20594
29546,20,20594
40578,20,20595
40578,20,20595
31553,20,20596
31971,20,20596
37097,20,20596
31971,20,20596
40631,20,20597
29596,20,20598
41039,20,20599
46028,20,20600
32422,20,20600
31928,20,20601
37649,20,20602
33135,20,20603
33135,20,20603
32018,20,20603
44294,20,20603
31726,20,20604
35803,20,20604
33817,20,20604
35434,20,20604
37107,20,20604
40506,20,20604
31071,20,20604
34742,20,20604
42947,20,20604
45010,20,20604
37078,20,20604
27566,20,20604
29048,20,20604
41657,20,20604
28387,20,20604
39385,20,20604
29864,20,20604
27892,20,20604
39385,20,20604
37735,20,20604
45010,20,20604
39905,20,20604
39777,20,20604
27892,20,20604
40405,20,20604
45012,20,20604
32239,20,20604
35416,20,20604
41595,20,20605
38133,20,20606
33850,20,20606
37762,20,20606
37366,20,20607
35673,20,20608
36331,20,20609
36578,20,20609
44294,20,20610
40405,20,20610
43542,20,20610
31731,20,20611
29149,20,20611
40579,20,20612
40579,20,20612
27169,20,20613
38187,20,20614
45894,20,20615
40506,20,20615
32655,20,20615
33812,20,20615
36723,20,20615
32706,20,20615
41039,20,20615
42749,20,20616
35472,20,20617
29167,20,20618
35499,20,20619
29149,20,20620
32349,20,20621
28554,20,20621
35882,20,20621
35022,20,20622
39759,20,20623
37573,20,20624
30333,20,20624
42401,20,20624
45611,20,20624
43285,20,20624
31058,20,20624
29695,20,20625
40388,20,20626
30037,20,20627
36284,20,20627
32796,20,20627
32455,20,20627
38325,20,20627
44967,20,20628
39853,20,20628
32704,20,20628
39723,20,20628
39650,20,20628
39650,20,20628
29237,20,20628
39723,20,20628
38615,20,20629
40388,20,20629
37596,20,20629
35574,20,20630
31560,20,20631
38310,20,20631
35077,20,20631
44909,20,20632
34208,20,20632
38401,20,20633
45234,20,20634
40487,20,20635
40487,20,20635
38087,20,20636
38087,20,20636
45448,20,20637
44913,20,20638
42160,20,20638
40578,20,20638
35499,20,20638
40578,20,20638
40578,20,20639
35499,20,20639
44913,20,20639
35472,20,20639
40578,20,20639
32881,20,20640
43698,20,20640
36648,20,20641
36051,20,20641
32881,20,20642
32742,20,20643
45692,20,20643
32742,20,20643
37585,20,20644
37425,20,20645
39387,20,20646
42929,20,20646
42593,20,20647
29084,20,20648
41556,20,20649
35847,20,20649
35848,20,20649
43936,20,20649
29065,20,20650
39744,20,20650
27959,20,20651
28612,20,20651
34763,20,20651
40469,20,20651
29328,20,20651
41122,20,20651
44453,20,20651
31888,20,20651
34763,20,20652
34865,20,20653
41815,20,20654
41815,20,20654
42097,20,20655
42322,20,20655
36302,20,20656
31894,20,20656
31394,20,20657
29951,20,20658
28926,20,20658
29753,20,20658
40741,20,20658
38421,20,20659
43902,20,20660
36330,20,20661
43926,20,20662
44081,20,20662
43013,20,20662
36330,20,20662
36216,20,20662
39043,20,20662
43850,20,20662
36330,20,20663
34799,20,20664
44081,20,20665
43359,20,20666
45257,20,20666
30330,20,20667
30305,20,20667
30339,20,20667
42301,20,20667
27298,20,20667
30985,20,20667
35889,20,20668
38424,20,20669
30088,20,20669
32601,20,20669
40840,20,20669
43655,20,20669
33090,20,20670
44885,20,20670
28219,20,20670
28219,20,20671
27555,20,20672
35054,20,20673
31877,20,20673
30461,20,20674
34805,20,20675
33090,20,20676
31475,20,20677
30461,20,20678
45873,20,20679
35498,20,20680
35498,20,20680
40851,20,20681
35910,20,20682
36957,20,20683
29974,20,20684
28139,20,20685
27933,20,20686
37571,20,20687
38464,20,20688
38464,20,20689
43951,20,20690
39666,20,20691
44130,20,20692
27799,20,20693
27227,20,20693
42513,20,20693
37923,20,20694
37476,20,20694
35066,20,20694
31909,20,20694
33614,20,20694
29942,20,20694
29880,20,20694
43020,20,20694
29940,20,20694
28941,20,20694
29877,20,20694
35669,20,20695
44514,20,20696
32746,20,20697
42868,20,20698
43726,20,20698
35062,20,20699
32996,20,20699
41313,20,20699
27859,20,20699
42101,20,20700
36842,20,20701
43541,20,20702
45096,20,20703
27557,20,20704
44220,20,20704
39726,20,20704
40366,20,20704
42861,20,20704
30840,20,20704
32887,20,20705
38415,20,20705
29358,20,20705
38336,20,20705
35724,20,20706
42147,20,20707
45100,20,20708
45100,20,20709
31830,20,20710
36758,20,20711
43233,20,20712
41843,20,20713
29610,20,20713
42123,20,20713
40684,20,20714
34479,20,20715
40590,20,20715
36888,20,20716
28071,20,20717
43306,20,20718
37433,20,20719
37433,20,20720
33419,20,20721
31470,20,20722
40224,20,20722
31727,20,20723
37433,20,20724
37433,20,20725
40127,20,20726
40127,20,20726
38149,20,20726
37146,20,20726
39519,20,20727
27690,20,20727
43351,20,20728
33466,20,20728
35589,20,20728
31154,20,20729
35378,20,20730
45573,20,20730
45715,20,20731
43854,20,20731
42848,20,20731
31370,20,20731
42921,20,20731
41434,20,20731
44448,20,20731
41372,20,20732
46136,20,20733
42725,20,20734
36109,20,20735
38107,20,20736
37367,20,20737
32303,20,20738
35904,20,20738
35904,20,20739
36722,20,20740
36150,20,20741
36151,20,20741
36149,20,20741
28625,20,20742
32465,20,20743
38150,20,20744
33135,20,20745
33135,20,20745
39813,20,20746
32018,20,20747
45448,20,20748
28291,20,20749
28291,20,20749
37649,20,20750
38133,20,20751
42404,20,20752
42288,20,20753
37097,20,20754
40152,20,20755
40407,20,20755
40152,20,20755
40388,20,20756
40152,20,20757
40152,20,20757
45234,20,20758
37097,20,20759
33850,20,20760
42749,20,20761
44749,20,20762
37762,20,20763
33352,20,20764
40152,20,20765
40152,20,20765
28553,20,20766
29349,20,20767
41039,20,20768
28742,20,20769
33871,20,20769
34208,20,20770
45611,20,20771
44484,20,20772
28631,20,20773
35022,20,20774
31644,20,20775
37198,20,20776
30004,20,20776
43164,20,20777
43164,20,20777
32833,20,20778
38095,20,20779
41698,20,20780
37649,20,20781
41088,20,20782
45683,20,20783
30055,20,20784
41755,20,20785
33697,20,20786
29254,20,20787
43938,20,20788
44057,20,20788
30907,20,20789
42850,20,20790
30339,20,20791
43413,20,20791
38603,20,20791
28255,20,20792
35740,20,20793
27631,20,20794
27406,20,20795
43375,20,20796
33717,20,20796
36167,20,20796
41841,20,20796
33811,20,20796
37556,20,20796
42053,20,20796
43569,20,20796
42061,20,20796
38733,20,20797
36600,20,20798
28844,20,20798
42301,20,20798
42718,20,20798
27809,20,20799
43622,20,20800
28038,20,20801
31737,20,20801
36170,20,20802
43773,20,20803
42002,20,20803
45617,20,20803
36171,20,20804
31352,20,20805
29510,20,20805
40828,20,20805
42877,20,20805
39881,20,20805
43752,20,20806
28130,20,20807
33681,20,20808
41863,20,20809
36223,20,20810
30135,20,20811
36708,20,20812
36231,20,20813
35641,20,20814
39542,20,20815
41819,20,20815
39216,20,20815
40508,20,20815
29085,20,20815
41151,20,20815
41218,20,20815
43881,20,20815
37082,20,20815
41588,20,20815
27816,20,20815
27749,20,20815
29540,20,20815
28638,20,20815
35552,20,20815
41164,20,20815
29118,20,20815
38116,20,20815
31921,20,20815
31026,20,20815
35437,20,20815
30375,20,20815
28147,20,20815
44391,20,20815
41869,20,20815
35174,20,20815
37785,20,20815
40508,20,20815
44247,20,20815
27675,20,20815
29565,20,20815
42809,20,20815
33400,20,20815
39216,20,20815
30253,20,20816
45775,20,20816
27507,20,20816
38180,20,20816
39525,20,20816
31284,20,20816
31715,20,20816
35630,20,20816
45355,20,20816
33430,20,20817
46083,20,20817
40044,20,20817
29868,20,20817
43263,20,20817
44374,20,20817
46108,20,20817
45594,20,20817
46138,20,20817
41394,20,20817
39647,20,20817
41425,20,20817
45672,20,20817
32958,20,20817
41039,20,20818
36272,20,20819
35076,20,20820
36579,20,20821
40993,20,20822
41127,20,20823
33817,20,20824
35472,20,20825
27967,20,20826
27967,20,20827
33432,20,20828
31932,20,20828
36249,20,20828
44034,20,20828
28453,20,20828
43487,20,20828
31626,20,20828
39783,20,20828
39783,20,20829
39604,20,20829
40246,20,20830
39604,20,20831
27589,20,20831
36918,20,20832
41427,20,20832
27589,20,20833
37315,20,20834
36322,20,20834
44888,20,20835
43721,20,20835
32025,20,20835
41427,20,20835
37642,20,20835
41394,20,20835
32053,20,20835
33896,20,20835
32726,20,20835
44888,20,20835
33028,20,20835
32851,20,20835
28769,20,20836
41223,20,20837
35199,20,20838
41671,20,20839
28139,20,20840
32490,20,20841
36289,20,20841
44130,20,20842
28769,20,20842
44278,20,20843
44278,20,20843
32261,20,20844
45659,20,20845
28332,20,20845
35910,20,20845
43291,20,20846
44138,20,20847
44138,20,20847
37200,20,20848
37200,20,20848
33310,20,20849
43742,20,20850
41561,20,20851
40647,20,20851
31776,20,20852
30697,20,20852
37329,20,20852
28205,20,20853
40476,20,20854
45141,20,20855
43507,20,20855
43886,20,20855
32062,20,20855
45504,20,20855
45161,20,20855
33863,20,20855
44022,20,20855
44172,20,20855
45900,20,20856
33535,20,20856
36813,20,20857
27421,20,20857
27421,20,20857
41828,20,20857
28650,20,20857
31972,20,20858
45195,20,20858
27317,20,20858
36239,20,20858
31358,20,20858
41822,20,20858
32109,20,20858
44624,20,20858
31469,20,20858
28669,20,20858
31887,20,20858
46059,20,20858
44005,20,20858
28650,20,20858
46073,20,20859
33733,20,20859
27437,20,20859
40367,20,20859
35195,20,20860
37529,20,20860
42845,20,20861
41497,20,20862
45010,20,20863
45010,20,20863
39751,20,20863
32303,20,20864
43285,20,20865
37544,20,20866
37361,20,20867
38599,20,20867
35583,20,20867
37361,20,20867
39751,20,20868
35060,20,20868
45010,20,20868
45010,20,20868
39077,20,20868
45757,20,20869
45527,20,20869
32923,20,20870
45527,20,20870
35904,20,20870
40349,20,20870
35661,20,20871
45527,20,20872
43461,20,20873
36895,20,20874
27898,20,20875
31058,20,20876
35020,20,20877
27623,20,20877
27186,20,20878
44275,20,20879
33483,20,20880
36330,20,20881
41680,20,20882
31572,20,20882
39172,20,20882
28284,20,20882
28284,20,20882
33876,20,20882
36289,20,20883
46176,20,20884
41340,20,20885
41850,20,20885
27142,20,20886
39591,20,20886
32521,20,20887
35115,20,20888
27646,20,20889
33370,20,20890
33666,20,20890
29951,20,20890
33678,20,20890
42130,20,20890
39223,20,20890
41151,20,20890
43070,20,20890
41198,20,20890
42954,20,20890
37129,20,20890
41270,20,20890
36621,20,20890
45502,20,20890
43263,20,20890
38397,20,20890
38252,20,20890
39809,20,20890
36619,20,20890
40006,20,20890
31310,20,20890
28531,20,20890
40986,20,20890
41827,20,20890
41205,20,20890
39927,20,20890
41365,20,20890
33807,20,20890
28428,20,20890
39952,20,20890
34855,20,20890
32139,20,20890
36914,20,20890
42519,20,20890
42620,20,20890
44424,20,20890
27519,20,20890
39967,20,20890
31086,20,20890
30936,20,20890
35447,20,20890
34011,20,20890
41103,20,20890
39959,20,20890
43144,20,20890
45172,20,20890
28997,20,20890
32696,20,20890
42511,20,20890
33653,20,20890
41629,20,20891
29885,20,20891
37029,20,20891
29245,20,20891
39222,20,20892
29153,20,20893
37935,20,20894
45416,20,20894
41266,20,20894
44082,20,20894
28055,20,20894
44921,20,20894
41266,20,20894
45105,20,20894
30128,20,20894
40739,20,20895
38076,20,20896
28698,20,20896
30692,20,20897
38439,20,20897
27406,20,20898
36344,20,20899
42848,20,20900
27471,20,20901
42291,20,20901
45159,20,20901
42016,20,20901
39134,20,20901
44381,20,20901
42757,20,20901
27527,20,20901
27462,20,20901
45318,20,20901
27137,20,20901
42968,20,20901
27288,20,20901
38146,20,20902
38146,20,20902
41766,20,20903
45854,20,20904
45649,20,20904
29248,20,20904
45649,20,20904
36347,20,20905
28537,20,20906
30377,20,20906
30918,20,20906
43203,20,20906
44347,20,20906
45576,20,20906
31370,20,20906
41101,20,20906
38511,20,20907
28989,20,20907
45143,20,20907
31790,20,20907
29156,20,20907
35854,20,20907
45096,20,20908
40003,20,20909
37902,20,20910
40573,20,20910
42686,20,20910
41578,20,20911
33519,20,20911
37902,20,20911
37902,20,20912
28446,20,20912
42686,20,20913
31790,20,20914
36960,20,20915
33439,20,20916
45977,20,20917
45625,20,20918
32086,20,20919
42013,20,20919
27387,20,20919
27387,20,20919
40171,20,20919
42603,20,20919
36925,20,20919
44621,20,20919
31879,20,20919
28879,20,20919
28126,20,20919
42592,20,20919
41604,20,20919
29552,20,20919
40580,20,20919
40818,20,20919
45535,20,20919
28126,20,20919
37764,20,20919
28585,20,20919
40119,20,20919
31047,20,20919
41710,20,20919
27626,20,20919
39731,20,20920
32734,20,20920
27946,20,20920
33441,20,20920
27492,20,20920
35095,20,20920
36437,20,20921
36434,20,20921
28566,20,20922
41800,20,20923
43313,20,20924
34065,20,20925
33804,20,20926
33960,20,20927
33625,20,20928
29966,20,20929
36464,20,20929
29966,20,20929
36464,20,20930
36464,20,20931
42377,20,20932
42713,20,20932
29458,20,20933
41441,20,20934
41441,20,20935
35756,20,20936
34871,20,20937
44278,20,20938
44278,20,20938
28277,20,20939
41937,20,20940
45500,20,20941
32326,20,20941
46095,20,20941
45500,20,20941
36496,20,20942
45284,20,20943
45284,20,20943
35086,20,20943
45284,20,20943
32719,20,20944
43159,20,20945
42242,20,20946
31001,20,20946
29001,20,20946
45383,20,20946
44328,20,20946
32961,20,20947
35234,20,20948
31623,20,20948
32961,20,20948
37512,20,20948
34617,20,20948
31623,20,20948
44872,20,20948
29092,20,20949
35863,20,20950
32037,20,20951
37633,20,20951
33616,20,20951
31204,20,20951
31288,20,20951
43152,20,20952
42509,20,20953
37682,20,20954
42668,20,20955
37682,20,20956
42509,20,20957
29382,20,20958
29382,20,20958
30055,20,20959
37469,20,20960
41037,20,20961
31204,20,20962
33834,20,20963
37469,20,20964
42936,20,20965
39866,20,20966
42783,20,20967
40099,20,20967
31819,20,20968
33513,20,20968
45916,20,20968
27695,20,20968
44982,20,20968
40948,20,20968
38871,20,20968
31597,20,20968
29261,20,20968
42797,20,20968
29363,20,20968
35333,20,20968
28327,20,20968
45987,20,20968
27883,20,20968
32195,20,20968
35632,20,20968
41881,20,20968
29261,20,20968
43360,20,20968
37786,20,20968
32195,20,20968
45619,20,20968
42507,20,20968
33699,20,20968
30928,20,20968
33703,20,20968
37431,20,20968
32093,20,20968
35028,20,20968
41686,20,20969
44224,20,20969
43196,20,20969
40971,20,20969
37480,20,20969
41169,20,20970
35582,20,20971
35764,20,20972
45497,20,20972
36149,20,20973
36151,20,20973
36150,20,20973
42154,20,20974
45659,20,20975
28332,20,20975
33773,20,20976
35555,20,20977
41427,20,20978
40373,20,20979
35849,20,20980
33002,20,20981
45994,20,20982
31828,20,20983
27517,20,20983
42630,20,20983
39940,20,20983
37413,20,20983
28120,20,20983
42415,20,20983
27686,20,20983
43513,20,20984
39410,20,20984
41335,20,20985
36565,20,20986
33696,20,20987
39883,20,20988
39883,20,20988
36637,20,20989
30339,20,20990
39760,20,20991
45098,20,20992
39329,20,20993
30910,20,20994
38434,20,20995
38434,20,20995
38434,20,20996
38434,20,20996
32096,20,20997
42984,20,20998
42451,20,20998
40810,20,20998
35071,20,20998
32901,20,20998
35103,20,20998
36742,20,20998
40051,20,20998
41776,20,20998
32089,20,20998
28469,20,20998
43754,20,20998
38448,20,20998
38317,20,20998
33725,20,20998
32815,20,20998
42579,20,20998
29718,20,20998
44989,20,20998
42731,20,20998
33082,20,20998
33788,20,20998
40586,20,20998
32855,20,20998
